"date";"target"
"2020-04-28";"24575"
"2020-04-29";"26459"
"2020-04-30";"29205"
"2020-05-01";"34907"
"2020-05-02";"27348"
"2020-05-03";"24321"
"2020-05-04";"24068"
"2020-05-05";"24528"
"2020-05-06";"24569"
"2020-05-07";"27429"
"2020-05-08";"26830"
"2020-05-09";"25176"
"2020-05-10";"18805"
"2020-05-11";"19298"
"2020-05-12";"22927"
"2020-05-13";"20433"
"2020-05-14";"26817"
"2020-05-15";"24733"
"2020-05-16";"24135"
"2020-05-17";"18388"
"2020-05-18";"22389"
"2020-05-19";"20979"
"2020-05-20";"22725"
"2020-05-21";"25769"
"2020-05-22";"23649"
"2020-05-23";"21099"
"2020-05-24";"20077"
"2020-05-25";"18662"
"2020-05-26";"19663"
"2020-05-27";"18551"
"2020-05-28";"22320"
"2020-05-29";"24478"
"2020-05-30";"23632"
"2020-05-31";"18983"
"2020-06-01";"17414"
"2020-06-02";"21502"
"2020-06-03";"19857"
"2020-06-04";"21658"
"2020-06-05";"25403"
"2020-06-06";"21142"
"2020-06-07";"17928"
"2020-06-08";"17616"
"2020-06-09";"18383"
"2020-06-10";"21111"
"2020-06-11";"23166"
"2020-06-12";"24828"
"2020-06-13";"25212"
"2020-06-14";"18941"
"2020-06-15";"19827"
"2020-06-16";"23667"
"2020-06-17";"27072"
"2020-06-18";"28537"
"2020-06-19";"31544"
"2020-06-20";"32280"
"2020-06-21";"25150"
"2020-06-22";"32144"
"2020-06-23";"37072"
"2020-06-24";"35878"
"2020-06-25";"40326"
"2020-06-26";"45999"
"2020-06-27";"41330"
"2020-06-28";"40734"
"2020-06-29";"41299"
"2020-06-30";"46420"
"2020-07-01";"51820"
"2020-07-02";"56636"
"2020-07-03";"51351"
"2020-07-04";"45693"
"2020-07-05";"50747"
"2020-07-06";"43106"
"2020-07-07";"60661"
"2020-07-08";"60119"
"2020-07-09";"62509"
"2020-07-10";"68057"
"2020-07-11";"60017"
"2020-07-12";"58424"
"2020-07-13";"58930"
"2020-07-14";"68051"
"2020-07-15";"68090"
"2020-07-16";"75866"
"2020-07-17";"72236"
"2020-07-18";"62536"
"2020-07-19";"60456"
"2020-07-20";"62107"
"2020-07-21";"64461"
"2020-07-22";"70579"
"2020-07-23";"68445"
"2020-07-24";"73319"
"2020-07-25";"64953"
"2020-07-26";"54816"
"2020-07-27";"56783"
"2020-07-28";"66412"
"2020-07-29";"71873"
"2020-07-30";"67466"
"2020-07-31";"68712"
"2020-08-01";"56201"
"2020-08-02";"45568"
"2020-08-03";"45501"
"2020-08-04";"58774"
"2020-08-05";"54466"
"2020-08-06";"59349"
"2020-08-07";"59303"
"2020-08-08";"54134"
"2020-08-09";"45769"
"2020-08-10";"47606"
"2020-08-11";"48003"
"2020-08-12";"56040"
"2020-08-13";"51316"
"2020-08-14";"65336"
"2020-08-15";"46951"
"2020-08-16";"39212"
"2020-08-17";"36652"
"2020-08-18";"45033"
"2020-08-19";"47320"
"2020-08-20";"44041"
"2020-08-21";"48843"
"2020-08-22";"43064"
"2020-08-23";"34247"
"2020-08-24";"36482"
"2020-08-25";"40354"
"2020-08-26";"45172"
"2020-08-27";"45393"
"2020-08-28";"46832"
"2020-08-29";"42754"
"2020-08-30";"34404"
"2020-08-31";"35362"
"2020-09-01";"41846"
"2020-09-02";"41018"
"2020-09-03";"44251"
"2020-09-04";"50382"
"2020-09-05";"43158"
"2020-09-06";"31218"
"2020-09-07";"23613"
"2020-09-08";"27226"
"2020-09-09";"34049"
"2020-09-10";"36056"
"2020-09-11";"47769"
"2020-09-12";"41101"
"2020-09-13";"34372"
"2020-09-14";"34423"
"2020-09-15";"39492"
"2020-09-16";"39030"
"2020-09-17";"45130"
"2020-09-18";"49282"
"2020-09-19";"42202"
"2020-09-20";"38447"
"2020-09-21";"51878"
"2020-09-22";"39866"
"2020-09-23";"39069"
"2020-09-24";"47103"
"2020-09-25";"48295"
"2020-09-26";"44673"
"2020-09-27";"37528"
"2020-09-28";"33294"
"2020-09-29";"43338"
"2020-09-30";"39443"
"2020-10-01";"45650"
"2020-10-02";"54950"
"2020-10-03";"48577"
"2020-10-04";"35738"
"2020-10-05";"39376"
"2020-10-06";"45289"
"2020-10-07";"51056"
"2020-10-08";"58599"
"2020-10-09";"56384"
"2020-10-10";"54953"
"2020-10-11";"45981"
"2020-10-12";"41774"
"2020-10-13";"52231"
"2020-10-14";"59778"
"2020-10-15";"64880"
"2020-10-16";"69147"
"2020-10-17";"56759"
"2020-10-18";"49367"
"2020-10-19";"67717"
"2020-10-20";"61956"
"2020-10-21";"63301"
"2020-10-22";"76310"
"2020-10-23";"81933"
"2020-10-24";"82767"
"2020-10-25";"62204"
"2020-10-26";"67310"
"2020-10-27";"76838"
"2020-10-28";"79426"
"2020-10-29";"91019"
"2020-10-30";"99264"
"2020-10-31";"89754"
"2020-11-01";"104900"
"2020-11-02";"85211"
"2020-11-03";"127198"
"2020-11-04";"104541"
"2020-11-05";"129367"
"2020-11-06";"128033"
"2020-11-07";"127510"
"2020-11-08";"115170"
"2020-11-09";"120434"
"2020-11-10";"140504"
"2020-11-11";"146750"
"2020-11-12";"164750"
"2020-11-13";"180398"
"2020-11-14";"167926"
"2020-11-15";"136356"
"2020-11-16";"162624"
"2020-11-17";"163958"
"2020-11-18";"173251"
"2020-11-19";"191510"
"2020-11-20";"198333"
"2020-11-21";"179436"
"2020-11-22";"146947"
"2020-11-23";"174089"
"2020-11-24";"175544"
"2020-11-25";"183403"
"2020-11-26";"112526"
"2020-11-27";"207933"
"2020-11-28";"155661"
"2020-11-29";"140328"
"2020-11-30";"160321"
"2020-12-01";"188339"
"2020-12-02";"202894"
"2020-12-03";"223421"
"2020-12-04";"232644"
"2020-12-05";"215811"
"2020-12-06";"181253"
"2020-12-07";"194409"
"2020-12-08";"224452"
"2020-12-09";"222648"
"2020-12-10";"231428"
"2020-12-11";"240089"
"2020-12-12";"217797"
"2020-12-13";"187971"
"2020-12-14";"194314"
"2020-12-15";"208992"
"2020-12-16";"246644"
"2020-12-17";"239900"
"2020-12-18";"251832"
"2020-12-19";"192102"
"2020-12-20";"188015"
"2020-12-21";"198703"
"2020-12-22";"198107"
"2020-12-23";"229624"
"2020-12-24";"194155"
"2020-12-25";"97880"
"2020-12-26";"226416"
"2020-12-27";"155845"
"2020-12-28";"174152"
"2020-12-29";"200408"
"2020-12-30";"233701"
"2020-12-31";"235600"
"2021-01-01";"153916"
"2021-01-02";"300462"
"2021-01-03";"208853"
"2021-01-04";"184005"
"2021-01-05";"235042"
"2021-01-06";"255637"
"2021-01-07";"278337"
"2021-01-08";"295257"
"2021-01-09";"260967"
"2021-01-10";"213415"
"2021-01-11";"214664"
"2021-01-12";"226967"
"2021-01-13";"230301"
"2021-01-14";"235766"
"2021-01-15";"242780"
"2021-01-16";"201858"
"2021-01-17";"177931"
"2021-01-18";"143598"
"2021-01-19";"176216"
"2021-01-20";"183261"
"2021-01-21";"193856"
"2021-01-22";"190760"
"2021-01-23";"170759"
"2021-01-24";"131198"
"2021-01-25";"151677"
"2021-01-26";"147626"
"2021-01-27";"153961"
"2021-01-28";"168804"
"2021-01-29";"166613"
"2021-01-30";"142459"
"2021-01-31";"112152"
"2021-02-01";"134975"
"2021-02-02";"115303"
"2021-02-03";"121691"
"2021-02-04";"124006"
"2021-02-05";"134422"
"2021-02-06";"104176"
"2021-02-07";"89746"
"2021-02-08";"90438"
"2021-02-09";"95265"
"2021-02-10";"95250"
"2021-02-11";"105764"
"2021-02-12";"99670"
"2021-02-13";"87219"
"2021-02-14";"65135"
"2021-02-15";"54279"
"2021-02-16";"62498"
"2021-02-17";"70139"
"2021-02-18";"69911"
"2021-02-19";"79282"
"2021-02-20";"71696"
"2021-02-21";"57152"
"2021-02-22";"56159"
"2021-02-23";"72270"
"2021-02-24";"74749"
"2021-02-25";"77504"
"2021-02-26";"77349"
"2021-02-27";"64626"
"2021-02-28";"51422"
"2021-03-01";"58098"
"2021-03-02";"57098"
"2021-03-03";"67191"
"2021-03-04";"68060"
"2021-03-05";"66419"
"2021-03-06";"58254"
"2021-03-07";"41073"
"2021-03-08";"44917"
"2021-03-09";"57667"
"2021-03-10";"57895"
"2021-03-11";"62471"
"2021-03-12";"61513"
"2021-03-13";"53031"
"2021-03-14";"38278"
"2021-03-15";"56541"
"2021-03-16";"54008"
"2021-03-17";"59280"
"2021-03-18";"60375"
"2021-03-19";"61651"
"2021-03-20";"55519"
"2021-03-21";"33822"
"2021-03-22";"51436"
"2021-03-23";"53688"
"2021-03-24";"86938"
"2021-03-25";"67546"
"2021-03-26";"77377"
"2021-03-27";"62842"
"2021-03-28";"43223"
"2021-03-29";"69273"
"2021-03-30";"61429"
"2021-03-31";"66765"
"2021-04-01";"79119"
"2021-04-02";"69887"
"2021-04-03";"63261"
"2021-04-04";"35133"
"2021-04-05";"77404"
"2021-04-06";"60674"
"2021-04-07";"75021"
"2021-04-08";"79894"
"2021-04-09";"82710"
"2021-04-10";"66687"
"2021-04-11";"46509"
"2021-04-12";"70075"
"2021-04-13";"77966"
"2021-04-14";"75403"
"2021-04-15";"74308"
"2021-04-16";"80071"
"2021-04-17";"52532"
"2021-04-18";"42121"
"2021-04-19";"68105"
"2021-04-20";"60949"
"2021-04-21";"62855"
"2021-04-22";"67278"
"2021-04-23";"62411"
"2021-04-24";"53495"
"2021-04-25";"32153"
"2021-04-26";"47568"
"2021-04-27";"50836"
"2021-04-28";"55150"
"2021-04-29";"58251"
"2021-04-30";"57919"
"2021-05-01";"45391"
"2021-05-02";"29403"
"2021-05-03";"50491"
"2021-05-04";"40723"
"2021-05-05";"44704"
"2021-05-06";"47557"
"2021-05-07";"48130"
"2021-05-08";"33675"
"2021-05-09";"21427"
"2021-05-10";"36798"
"2021-05-11";"33662"
"2021-05-12";"35826"
"2021-05-13";"38076"
"2021-05-14";"42260"
"2021-05-15";"28857"
"2021-05-16";"16875"
"2021-05-17";"28621"
"2021-05-18";"27789"
"2021-05-19";"29301"
"2021-05-20";"30206"
"2021-05-21";"27946"
"2021-05-22";"19798"
"2021-05-23";"12868"
"2021-05-24";"25815"
"2021-05-25";"22739"
"2021-05-26";"23976"
"2021-05-27";"27448"
"2021-05-28";"21859"
"2021-05-29";"12001"
"2021-05-30";"6734"
"2021-05-31";"5775"
"2021-06-01";"22940"
"2021-06-02";"16917"
"2021-06-03";"19080"
"2021-06-04";"16850"
"2021-06-05";"13906"
"2021-06-06";"5395"
"2021-06-07";"15496"
"2021-06-08";"13013"
"2021-06-09";"18647"
"2021-06-10";"14545"
"2021-06-11";"24699"
"2021-06-12";"8228"
"2021-06-13";"4777"
"2021-06-14";"12730"
"2021-06-15";"11305"
"2021-06-16";"12425"
"2021-06-17";"10393"
"2021-06-18";"20591"
"2021-06-19";"8520"
"2021-06-20";"3892"
"2021-06-21";"12334"
"2021-06-22";"10940"
"2021-06-23";"12436"
"2021-06-24";"12830"
"2021-06-25";"23715"
"2021-06-26";"7303"
"2021-06-27";"3920"
"2021-06-28";"15083"
"2021-06-29";"11350"
"2021-06-30";"13118"
"2021-07-01";"14463"
"2021-07-02";"29892"
"2021-07-03";"4739"
"2021-07-04";"3697"
"2021-07-05";"5528"
"2021-07-06";"24224"
"2021-07-07";"22931"
"2021-07-08";"20061"
"2021-07-09";"48241"
"2021-07-10";"9038"
"2021-07-11";"6164"
"2021-07-12";"35013"
"2021-07-13";"26424"
"2021-07-14";"31845"
"2021-07-15";"28412"
"2021-07-16";"79310"
"2021-07-17";"12960"
"2021-07-18";"12048"
"2021-07-19";"52111"
"2021-07-20";"42703"
"2021-07-21";"52032"
"2021-07-22";"56842"
"2021-07-23";"119158"
"2021-07-24";"27802"
"2021-07-25";"13213"
"2021-07-26";"89358"
"2021-07-27";"70740"
"2021-07-28";"68771"
"2021-07-29";"78170"
"2021-07-30";"194608"
"2021-07-31";"32808"
"2021-08-01";"25141"
"2021-08-02";"127976"
"2021-08-03";"106557"
